015,泡澡可是灵魂的洗涤呢～♪
016,汗水让头发黏糊糊的～
017,哥哥大人＆桃璃，两个人最棒啦！！
018,想在浴缸里哗啦哗啦地洗脸的冲动涌上心头……
019,泡澡真棒～！这是人类创造的文化巅峰呢
020,能这么幸福大概都是哥哥大人的功劳吧。。。
021,人家想拥有更多肌肉会更帅气吗？
022,我的膝盖硬度可比钻石还高哦！！
023,来啦！该洗身体啦！
024,哥哥也在偷偷坏心眼呢……
025,哥哥大人是恶魔超人！
026,腹肌最多能练出多少块呢？
027,嗯～哥哥～要不要一起慢跑呀？
028,淋浴是一种礼仪！
029,呼～人间极乐♪
031,晚餐好美味啊～
032,哇啊～好温暖……
033,为了泡澡就算弄脏也没关系！！
034,♪～（鼻音1）
035,其实呢，不管一起洗多少次澡，心脏都会一直砰砰跳哦~
036,……该不会在想什么坏主意吧？
037,咕噜咕噜～咕噜咕噜～咕噜咕噜～
038,这洗发水味道超棒吧♪哥哥大人也会用吗？
039,哥哥大人闭着眼睛也能洗头吗？
040,哇！洗发水进眼睛了，眼睛要瞎啦～眼睛要瞎啦～
041,感受到哥哥大人的视线//开心又害羞
042,因为在意，根本洗不下去头发～
043,马上就要结束了~请再忍忍♪
044,哼，这么寂寞的吗？小粘人精哦♪
045,就算有破绽也不是什么都能随便做的哦……
046,千万千万！绝对不能对别的女孩子做这种事哦！
047,哥哥的手法也太色了吧～！
048,住手啦，哈哈哈，不要啦，好痒～
049,用洗发水洗头发，才显得出淑女气质？
050,淋浴～淋浴～淋浴～♪
051,颈后到底是哪个部位来着？
052,哥哥大人喜欢什么味道的洗发水呀？
053,我现在的发型怎么样？
054,哥哥大人的发型真适合你呢～下次剪头发时，让我一起去可以吗？
055,哥哥大人真笨……
056,耳朵后面也要好好洗哦♪
057,哥哥大人洗澡从哪里开始洗呀？我是从左肩开始哦～
058,♪～（鼻音2）
059,嗯？怎么了？
060,既没有意外走光也不会半遮半掩！
061,哥哥大人，走光可是只存在于幻想中的哦……虽然很残酷但这就是现实呢。
062,不要揪我的肚子肉//
063,哇啊！！
064,淋浴的反义词是阳光浴吗？
065,啊～好清爽！焕然一新的我，要重新开始啦！！
066,后背好痒……就是背脊部位……
067,泡澡的时候特别适合思考事情呢～
068,哥哥大人的后背，要帮您冲洗吗？
069,柔亮秀发复活！
070,洗发水广告都好浪漫啊～
071,看吧看吧，头发变得好亮泽哟！
072,哥哥大人对谁都很温柔，但其实不需要对除了我之外的人这么温柔哦
073,希望明天也能和哥哥大人一起泡澡♪
074,哥哥大人开心的时候我也开心呢♪幸福的螺旋♪
075,好安静～感觉整个世界就剩下我们两个人了。
076,哥哥大人……（喜欢）……不，没什么～
077,好久没打棒球了。我以前可是投手哦♪
078,像这样泡在同一个热水里，真不错呢～
079,鼻毛长到吓人了
080,哥哥大人还需要修行呢～
081,嘛……总比完全被无视要好一点吧？
082,发现桃璃的痒痒点啦！
083,泡澡时的镜子有时候会让人感到莫名害怕呢？
084,下面着火，上面洪水，那是什么？灾难！
085,今天有刚烘好的浴巾在等着我呢♪
086,♪～（鼻音3）
087,接下来的快乐才刚刚开始哦？
088,呼～有点困了呢～
089,那个……手，可以牵一下吗？
090,再往那边靠一点点可以吗？
091,我其实有三个发旋哦～♪你知道吗？
092,被摸头的时候会发出“唔唔～”的声音……
093,摸得越多哥哥大人的恋爱运就越涨哦！
094,被摸得越久，我的头就越会低下呢♪
095,泡澡的时候，哥哥大人颜值都会up呢～
096,哥哥大人的手好大哦。给人一种安心感//
097,想让哥哥大人再多摸摸～
098,不要一直盯着看啦～///
099,不要戳我的脸颊～
100,哥哥，脸靠太近了……
101,哥哥大人的睫毛好可爱哦♪
102,哥哥大人，嘿嘿～只是叫了一声而已♪
103,哥哥大人现在好帅的侧脸哦♪啊，虽然一直都很帅，但现在特别帅的意思
104,触碰、交谈、心灵相通。幸福大概就是这样吧～
105,手臂真的那么好玩吗？
106,呐～下次一起打接球吧♪
107,想来个大大的拥抱呢。
108,我相信着呢♪
109,这就是青春吧……
110,只要不受伤就没什么大不了的
111,哥哥大人，你的背有点黑哟～
112,是……残像吗……
113,好痒啊啊～
114,小蛮腰这个词莫名让人开心呢♪
115,小～蛮～腰～♪Hey So！♪
116,哥哥大人意外地有好身材呢。超帅的哦♪
117,这样的相处方式也不错呢～
118,两个人泡澡会有点拥挤呢。
119,我没有在浴缸里融化大概也是奇迹呢♪
120,把浴巾浸在浴缸里是违反礼仪的，但完全不裹浴巾也不行……
121,来来～身体放松♪
122,砰砰心跳大概是因为在浴室里中暑了吧……？
123,和哥哥大人在一起就会变得特别温柔呢……感谢这段美好时光♪
124,呜～超舒服～
125,差不多是肩胛骨下面的位置～
126,哎呀！好害羞！
127,好痛！啊，没事的。是那种痛并快乐着的感觉。
128,肩膀不太会酸痛哦～
129,哥哥大人也试试看吗？
130,啊啊～！
131,哇～这个肥皂超棒的！用掉都觉得可惜！！
132,虽然嘴上说没觉得好香好吃……//
133,神秘世界肥皂！！身体污垢全部消灭！
134,减肥肥皂的原理是什么来着？
135,享受贵妇人般的氛围♪
136,这只小鸭子像面无表情的禅者！？
137,黄金圣鸭！！变成光芒吧～！！
138,金色就是奢华呢～
139,咕哇～♪咕哇～♪
140,功能方面和普通小鸭子一样呢……毕竟嘛。
141,这是18K金的世界呢～对我来说刺激太大了哦♪
142,真好奇是谁会想到做这种东西的？
143,看到了！一滴水！！
144,泡澡吃冰淇淋真是小资情调呢
145,嗯～又冰又美味！
146,来，哥哥大人的份。啊～
147,我开动啦～♪
148,哇、在融化在融化！！
149,啪～♪
150,哎呀呀，冰淇淋头痛来了……
151,马上就要历史考试了呢……要学习要学习。
152,哥哥大人能教我吗？
153,此后那家伙的下落无人知晓。完。
154,一休开始做激光手术。夜露死苦！
155,想画四格漫画了呢。
156,学习好无聊～想玩～
157,一学习就莫名犯困……嗯～啊，我睡着了！？
158,泡澡听音乐真是极上享受呢
159,哥哥大人平时听什么音乐呀？
160,也会听不少动漫歌曲哦♪
161,莫名让人心情高涨呢～♪下次一起去KTV吧！
162,以前好像和哥哥大人一起找过猫咪主人……
163,喵～喵～喵～♪
164,肉垫软软的～嘿嘿～
165,喵星人发怒～
166,在浴缸里贴世界地图感觉超棒的。
167,要进军国际市场吗？？
168,马丘比丘～
169,想和哥哥大人一起去温泉玩呢♪
170,特殊车辆的设定莫名帅气呢～
171,虽然有C级潜水证但应该没问题吧！
172,咔嚓咔嚓咔嚓咔嚓！
173,女孩子喜欢机器人是不是有点奇怪？
174,不要打那么敏感的地方～
175,钱不嫌多……但请救我的狗命！之类的♪
176,哥哥大人笑得好开心呢～
177,呀～浑身湿透了～
178,哇、不行不行。我可是漫画派哦！
179,在我挂掉之前这部漫画能完结吗～
180,明信片工匠真是美好的词语♪
181,漫画角色没写年龄的时候总会莫名难过……
182,力量就是力量！
183,这种东西买来就满足了呢。
184,呼啊～呼啊～不行了～要到极限了～
185,"帅气"是健美运动员的夸奖用语呢！
186,做了一个可怕的梦……
187,豆制品和哑铃从天而降……
188,真是个离谱的世界观啊，哥哥。
189,为什么玛丽小姐是西瓜呢？
190,吃下西瓜籽会在肚脐眼发芽所以要注意！
191,对了对了，用这个刷卡……不能通过哦！
192,吃不下去的西瓜真是惩罚游戏呢……
193,轻小说算不算阅读的讨论简直是无意义的♪
194,我最喜欢有幸福结局的故事呢～
195,读过资治通鉴就能和大叔们谈笑风生是真的吗？
196,在泡澡时看书真是高智商学霸风格♪
197,哇！水压好大！我被冲走了！？
198,这是超强力的水流……
199,早上洗头会脱发是真的吗？？
200,淋浴偶尔也会暴走呢……
201,洗浴~完毕！！
202,"魔芋魔芋～"说了两遍是因为很重要哦♪
203,哇～！不能拿食物玩耍哦！
204,听说吃了觉得超美味……是真的吗？
205,在洗澡时用魔芋是不是不太合适……
206,做了一个超棒的梦！
207,用魔芋打败了长发武士！
208,又切了无聊的东西。
209,这孩子好帅呢。适合当队长的面相！
210,咕哇～♪咕哇～♪咕哇～♪
211,不是说要做什么才好玩，但就是莫名开心呢～
212,圆滚滚的超可爱～
213,果然！泡沫超多～
214,哥哥大人，脸上沾着泡沫哦～
215,我不明白为什么波波头那么受欢迎……
216,呵呵呵，随我心意～
217,咕噜咕噜。
218,稍微……弄湿了
219,洗发帽看起来像暗器呢。
220,护发素什么的太麻烦了……
221,复活吧！我的头皮！！
222,我的双手闪耀着起泡的光芒！在呐喊着要洗净污垢！
223,洗头！洗发精灵！！
224,哇啊，好冷～
225,阿嚏，阿嚏～
226,好不容易暖和起来的……
227,哇啊～不行不行！！
228,为什么要把这种东西放进浴缸！
229,这样的话泡澡就会变冷没人敢进去了！浴室之冬来了！！
230,对人类施加人类的惩罚！这是自私！
231,脸不行，身体吧！
232,咕噜咕噜咕噜咕噜
233,变得超滑溜呢～
234,我其实挺擅长球类运动的哦♪
235,球是朋友。朋友的话理所当然～
236,玉不琢不成器！古人真是语出惊人……
237,呼～清爽清爽。
238,女孩子会很在意长青春痘的呀。。
239,大家都是用什么洗面奶的呢～
240,泡澡喝可乐最棒了！
